Timestamp,Weighted_Price
2014-12-01 05:00:00,0.007738036086198042
2014-12-01 06:00:00,0.011291057304678461
2014-12-01 07:00:00,
2014-12-01 08:00:00,
2014-12-01 09:00:00,
2014-12-01 10:00:00,
2014-12-01 11:00:00,
2014-12-01 12:00:00,
2014-12-01 13:00:00,
2014-12-01 14:00:00,
2014-12-01 15:00:00,
2014-12-01 16:00:00,
2014-12-01 17:00:00,
2014-12-01 18:00:00,
2014-12-01 19:00:00,
2014-12-01 20:00:00,
2014-12-01 21:00:00,
2014-12-01 22:00:00,
2014-12-01 23:00:00,
2014-12-02 00:00:00,
2014-12-02 01:00:00,
2014-12-02 02:00:00,
2014-12-02 03:00:00,
2014-12-02 04:00:00,
2014-12-02 05:00:00,0.011646359426526502
2014-12-02 06:00:00,
2014-12-02 07:00:00,
2014-12-02 08:00:00,
2014-12-02 09:00:00,
2014-12-02 10:00:00,0.011696323787411382
2014-12-02 11:00:00,0.011697116872504796
2014-12-02 12:00:00,
2014-12-02 13:00:00,
2014-12-02 14:00:00,
2014-12-02 15:00:00,
2014-12-02 16:00:00,
2014-12-02 17:00:00,
2014-12-02 18:00:00,0.011697116872504796
2014-12-02 19:00:00,
2014-12-02 20:00:00,0.011697116872504796
2014-12-02 21:00:00,
2014-12-02 22:00:00,
2014-12-02 23:00:00,
2014-12-03 00:00:00,
2014-12-03 01:00:00,
2014-12-03 02:00:00,
2014-12-03 03:00:00,
2014-12-03 04:00:00,
2014-12-03 05:00:00,0.011694579000205879
2014-12-03 06:00:00,0.011697116872504796
2014-12-03 07:00:00,
2014-12-03 08:00:00,
2014-12-03 09:00:00,
2014-12-03 10:00:00,
2014-12-03 11:00:00,
2014-12-03 12:00:00,
2014-12-03 13:00:00,
2014-12-03 14:00:00,
2014-12-03 15:00:00,
2014-12-03 16:00:00,
2014-12-03 17:00:00,
2014-12-03 18:00:00,0.011697116872504796
2014-12-03 19:00:00,
2014-12-03 20:00:00,0.011646867000986284
2014-12-03 21:00:00,
2014-12-03 22:00:00,0.011697116872504796
2014-12-03 23:00:00,
2014-12-04 00:00:00,
2014-12-04 01:00:00,0.011651435171124333
2014-12-04 02:00:00,
2014-12-04 03:00:00,
2014-12-04 04:00:00,
2014-12-04 05:00:00,
2014-12-04 06:00:00,
2014-12-04 07:00:00,
2014-12-04 08:00:00,
2014-12-04 09:00:00,
2014-12-04 10:00:00,
2014-12-04 11:00:00,
2014-12-04 12:00:00,
2014-12-04 13:00:00,
2014-12-04 14:00:00,
2014-12-04 15:00:00,
2014-12-04 16:00:00,
2014-12-04 17:00:00,
2014-12-04 18:00:00,
2014-12-04 19:00:00,
2014-12-04 20:00:00,
2014-12-04 21:00:00,
2014-12-04 22:00:00,
2014-12-04 23:00:00,
2014-12-05 00:00:00,
2014-12-05 01:00:00,
2014-12-05 02:00:00,
2014-12-05 03:00:00,
2014-12-05 04:00:00,
2014-12-05 05:00:00,
2014-12-05 06:00:00,
2014-12-05 07:00:00,
2014-12-05 08:00:00,
2014-12-05 09:00:00,
2014-12-05 10:00:00,
2014-12-05 11:00:00,
2014-12-05 12:00:00,
2014-12-05 13:00:00,
2014-12-05 14:00:00,
2014-12-05 15:00:00,
2014-12-05 16:00:00,
2014-12-05 17:00:00,
2014-12-05 18:00:00,
2014-12-05 19:00:00,
2014-12-05 20:00:00,
2014-12-05 21:00:00,
2014-12-05 22:00:00,
2014-12-05 23:00:00,
2014-12-06 00:00:00,
2014-12-06 01:00:00,0.011697116872504796
2014-12-06 02:00:00,
2014-12-06 03:00:00,
2014-12-06 04:00:00,
2014-12-06 05:00:00,
2014-12-06 06:00:00,
2014-12-06 07:00:00,
2014-12-06 08:00:00,
2014-12-06 09:00:00,
2014-12-06 10:00:00,
2014-12-06 11:00:00,
2014-12-06 12:00:00,
2014-12-06 13:00:00,
2014-12-06 14:00:00,
2014-12-06 15:00:00,
2014-12-06 16:00:00,
2014-12-06 17:00:00,
2014-12-06 18:00:00,
2014-12-06 19:00:00,
2014-12-06 20:00:00,
2014-12-06 21:00:00,
2014-12-06 22:00:00,
2014-12-06 23:00:00,
2014-12-07 00:00:00,
2014-12-07 01:00:00,
2014-12-07 02:00:00,
2014-12-07 03:00:00,
2014-12-07 04:00:00,
2014-12-07 05:00:00,
2014-12-07 06:00:00,
2014-12-07 07:00:00,
2014-12-07 08:00:00,
2014-12-07 09:00:00,
2014-12-07 10:00:00,
2014-12-07 11:00:00,
2014-12-07 12:00:00,
2014-12-07 13:00:00,
2014-12-07 14:00:00,
2014-12-07 15:00:00,
2014-12-07 16:00:00,
2014-12-07 17:00:00,
2014-12-07 18:00:00,
2014-12-07 19:00:00,
2014-12-07 20:00:00,
2014-12-07 21:00:00,
2014-12-07 22:00:00,
2014-12-07 23:00:00,
2014-12-08 00:00:00,
2014-12-08 01:00:00,
2014-12-08 02:00:00,
2014-12-08 03:00:00,
